ScoreDiff,Inning,BASE1_RUN_ID,BASE2_RUN_ID,BASE3_RUN_ID,Pitcher,OUTS_CT,"Save Pitcher"
3,9,,jackc002,,waldj001,2,"Jordan Walden"
3,9,,jackc002,,waldj001,2,"Jordan Walden"
3,9,,jackc002,,waldj001,2,"Jordan Walden"
3,9,,jackc002,,waldj001,2,"Jordan Walden"
1,9,,,,waldj001,0,"Jordan Walden"
1,9,,,,waldj001,0,"Jordan Walden"
1,9,,,,waldj001,0,"Jordan Walden"
1,9,,,,waldj001,0,"Jordan Walden"
1,9,,,,waldj001,1,"Jordan Walden"
1,9,,,,waldj001,1,"Jordan Walden"
1,9,,,,waldj001,1,"Jordan Walden"
1,9,,,,waldj001,1,"Jordan Walden"
1,9,,,,waldj001,2,"Jordan Walden"
1,9,,,,waldj001,2,"Jordan Walden"
1,9,,,,waldj001,2,"Jordan Walden"
1,9,,,,waldj001,2,"Jordan Walden"
1,9,iztum001,,,rivem002,2,"Mariano Rivera"
1,9,iztum001,,,rivem002,2,"Mariano Rivera"
1,9,iztum001,,,rivem002,2,"Mariano Rivera"
1,9,iztum001,,,rivem002,2,"Mariano Rivera"
2,9,,,,rivem002,0,"Mariano Rivera"
2,9,,,,rivem002,0,"Mariano Rivera"
2,9,,,,rivem002,0,"Mariano Rivera"
2,9,,,,rivem002,0,"Mariano Rivera"
2,9,iztum001,,,rivem002,0,"Mariano Rivera"
2,9,iztum001,,,rivem002,0,"Mariano Rivera"
2,9,iztum001,,,rivem002,0,"Mariano Rivera"
2,9,iztum001,,,rivem002,0,"Mariano Rivera"
2,9,iztum001,,,rivem002,1,"Mariano Rivera"
2,9,iztum001,,,rivem002,1,"Mariano Rivera"
2,9,iztum001,,,rivem002,1,"Mariano Rivera"
2,9,iztum001,,,rivem002,1,"Mariano Rivera"
2,9,abreb001,,iztum001,rivem002,1,"Mariano Rivera"
2,9,abreb001,,iztum001,rivem002,1,"Mariano Rivera"
2,9,abreb001,,iztum001,rivem002,1,"Mariano Rivera"
2,9,abreb001,,iztum001,rivem002,1,"Mariano Rivera"
3,9,,,,farnk001,0,"Kyle Farnsworth"
3,9,,,,farnk001,0,"Kyle Farnsworth"
3,9,,,,farnk001,0,"Kyle Farnsworth"
3,9,,,,farnk001,0,"Kyle Farnsworth"
3,9,,,,farnk001,0,"Kyle Farnsworth"
3,9,,,,farnk001,0,"Kyle Farnsworth"
3,9,,,,farnk001,1,"Kyle Farnsworth"
3,9,,,,farnk001,1,"Kyle Farnsworth"
3,9,,,,farnk001,1,"Kyle Farnsworth"
3,9,,,,farnk001,1,"Kyle Farnsworth"
3,9,,,,farnk001,1,"Kyle Farnsworth"
3,9,,,,farnk001,1,"Kyle Farnsworth"
3,9,,,,farnk001,2,"Kyle Farnsworth"
3,9,,,,farnk001,2,"Kyle Farnsworth"
3,9,,,,farnk001,2,"Kyle Farnsworth"
3,9,,,,farnk001,2,"Kyle Farnsworth"
3,9,,,,farnk001,2,"Kyle Farnsworth"
3,9,,,,farnk001,2,"Kyle Farnsworth"
1,10,,,,farnk001,0,"Kyle Farnsworth"
1,10,,,,farnk001,0,"Kyle Farnsworth"
1,10,,,,farnk001,0,"Kyle Farnsworth"
1,10,,,,farnk001,0,"Kyle Farnsworth"
1,10,,,,farnk001,0,"Kyle Farnsworth"
1,10,,,,farnk001,0,"Kyle Farnsworth"
1,10,,,,farnk001,1,"Kyle Farnsworth"
1,10,,,,farnk001,1,"Kyle Farnsworth"
1,10,,,,farnk001,1,"Kyle Farnsworth"
1,10,,,,farnk001,1,"Kyle Farnsworth"
1,10,,,,farnk001,1,"Kyle Farnsworth"
1,10,,,,farnk001,1,"Kyle Farnsworth"
1,10,aybae001,,,farnk001,1,"Kyle Farnsworth"
1,10,aybae001,,,farnk001,1,"Kyle Farnsworth"
1,10,aybae001,,,farnk001,1,"Kyle Farnsworth"
1,10,aybae001,,,farnk001,1,"Kyle Farnsworth"
1,10,aybae001,,,farnk001,1,"Kyle Farnsworth"
1,10,aybae001,,,farnk001,1,"Kyle Farnsworth"
1,10,,aybae001,,farnk001,2,"Kyle Farnsworth"
1,10,,aybae001,,farnk001,2,"Kyle Farnsworth"
1,10,,aybae001,,farnk001,2,"Kyle Farnsworth"
1,10,,aybae001,,farnk001,2,"Kyle Farnsworth"
1,10,,aybae001,,farnk001,2,"Kyle Farnsworth"
1,10,,aybae001,,farnk001,2,"Kyle Farnsworth"
2,9,,,,sorij001,0,"Joakim Soria"
